,expt_id,Group,group_id,invRT,Trial,participant_id,response_correct,response_name,response_rt,stimuli_presented,trial_template,trial_duration,PartBlocks,AllBlocks,Pattern,trial_num,PB,Final,Part,Correct
109,VY Test,Disfirst_inverse,,-0.7256894049346879,,DFi1,(based on tag),,1378,"dispref_inverse (16, dokupe.wav)",VY Test,269784,,,,,p,,,(based on tag)
110,VY Test,Disfirst_inverse,,-0.7002801120448179,,DFi1,(based on tag),,1428,"dispref_inverse (10, degope.wav)",VY Test,271373,,,,,p,,,(based on tag)
111,VY Test,Disfirst_inverse,,-0.5367686527106817,,DFi1,(based on tag),,1863,"dispref_inverse (18, gotepe.wav)",VY Test,273393,,,,,p,,,(based on tag)
112,VY Test,Disfirst_inverse,,-0.5970149253731343,,DFi1,(based on tag),,1675,"dispref_inverse (20, gutope.wav)",VY Test,275233,,,,,p,,,(based on tag)
113,VY Test,Disfirst_inverse,,-0.8726003490401396,,DFi1,(based on tag),,1146,"dispref_inverse (27, tekub.wav)",VY Test,276542,,,,,b,,,(based on tag)
114,VY Test,Disfirst_inverse,,-0.7674597083653109,,DFi1,(based on tag),,1303,"dispref_inverse (2, bidope.wav)",VY Test,278012,,,,,p,,,(based on tag)
115,VY Test,Disfirst_inverse,,-0.6574621959237343,,DFi1,(based on tag),,1521,"dispref_inverse (21, pidob.wav)",VY Test,279712,,,,,b,,,(based on tag)
116,VY Test,Disfirst_inverse,,-0.5238344683080147,,DFi1,(based on tag),,1909,"dispref_inverse (12, dikepe.wav)",VY Test,281781,,,,,p,,,(based on tag)
117,VY Test,Disfirst_inverse,,-0.5668934240362812,,DFi1,(based on tag),,1764,"dispref_inverse (7, bugib.wav)",VY Test,283701,,,,,b,,,(based on tag)
118,VY Test,Disfirst_inverse,,-1.001001001001001,,DFi1,(based on tag),,999,"dispref_inverse (23, pigeb.wav)",VY Test,284851,,,,,b,,,(based on tag)
119,VY Test,Disfirst_inverse,,-0.639386189258312,,DFi1,(based on tag),,1564,"dispref_inverse (24, pigepe.wav)",VY Test,286591,,,,,p,,,(based on tag)
120,VY Test,Disfirst_inverse,,-1.0214504596527068,,DFi1,(based on tag),,979,"dispref_inverse (1, bidob.wav)",VY Test,287720,,,,,b,,,(based on tag)
121,VY Test,Disfirst_inverse,,-0.14029180695847362,,DFi1,(any response),,7128,Please take a b...,VY Test,293869,,,,,,,,(any response)
122,VY Test,Disfirst_inverse,,-0.8960573476702509,,DFi1,(based on tag),,1116,"dispref_inverse (13, dogib.wav)",VY Test,295229,,,,,b,,,(based on tag)
123,VY Test,Disfirst_inverse,,-0.8271298593879239,,DFi1,(based on tag),,1209,"dispref_inverse (8, bugipe.wav)",VY Test,296589,,,,,p,,,(based on tag)
124,VY Test,Disfirst_inverse,,-0.9699321047526673,,DFi1,(based on tag),,1031,"dispref_inverse (23, pigeb.wav)",VY Test,297869,,,,,b,,,(based on tag)
125,VY Test,Disfirst_inverse,,-0.9009009009009009,,DFi1,(based on tag),,1110,"dispref_inverse (17, goteb.wav)",VY Test,299128,,,,,b,,,(based on tag)
126,VY Test,Disfirst_inverse,,-0.9689922480620154,,DFi1,(based on tag),,1032,"dispref_inverse (15, dokub.wav)",VY Test,300338,,,,,b,,,(based on tag)
127,VY Test,Disfirst_inverse,,-0.9319664492078286,,DFi1,(based on tag),,1073,"dispref_inverse (7, bugib.wav)",VY Test,301558,,,,,b,,,(based on tag)
128,VY Test,Disfirst_inverse,,-0.7320644216691069,,DFi1,(based on tag),,1366,"dispref_inverse (6, bogepe.wav)",VY Test,303078,,,,,p,,,(based on tag)
129,VY Test,Disfirst_inverse,,-0.8210180623973727,,DFi1,(based on tag),,1218,"dispref_inverse (1, bidob.wav)",VY Test,304447,,,,,b,,,(based on tag)
130,VY Test,Disfirst_inverse,,-0.7062146892655368,,DFi1,(based on tag),,1416,"dispref_inverse (27, tekub.wav)",VY Test,306017,,,,,b,,,(based on tag)
