.Experiment Name	Phoneme_VoicedVoiceless_6.27_25_
.Participant Name	Dis_reg1
.Session ID	 6.30.25
.Date	6/30/2025	8:47:01 AM
.Resolution	1920	1080
.OS	Windows 10 (10.0)	x86_64

Participant	Participant	Session	Block	Trial	Event	Cumulative	Participant		Pressed Or	Correct	Error	Reaction
Group	Name	ID	Name	Name	Name	Time	Response	Key	Released	Response	Code	Time	PorB
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 13	dispref (13, dogib.wav)	320893	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1182	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 13	Please take a b...	327702	Button 4 (left thumb)	4	Pressed	(any response)	C	7991	
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 31	dispref (31, todub.wav)	328901	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1028	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 4	dispref (4, bikube.wav)	330341	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1252	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 19	dispref (19, gutob.wav)	331501	Button 4 (left thumb)	4	Pressed	(based on tag)	C	961	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 26	dispref (26, potipe.wav)	332981	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1328	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 9	dispref (9, degob.wav)	334540	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1410	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 22	dispref (22, pidope.wav)	336070	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1381	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 30	dispref (30, todipe.wav)	337350	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1138	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 5	dispref (5, bogeb.wav)	338739	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1091	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 11	dispref (11, dikeb.wav)	339860	Button 4 (left thumb)	4	Pressed	(based on tag)	C	980	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 20	dispref (20, gutope.wav)	341579	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1527	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 28	dispref (28, tekupe.wav)	343039	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1257	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 12	dispref (12, dikepe.wav)	344619	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1437	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 23	dispref (23, pigeb.wav)	345769	Button 4 (left thumb)	4	Pressed	(based on tag)	C	995	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 29	dispref (29, todib.wav)	346858	Button 4 (left thumb)	4	Pressed	(based on tag)	C	940	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 14	dispref (14, dogipe.wav)	348198	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1186	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 1	dispref (1, bidob.wav)	349578	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1156	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 17	dispref (17, goteb.wav)	350768	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1044	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 25	dispref (25, potib.wav)	351867	Button 4 (left thumb)	4	Pressed	(based on tag)	C	953	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 15	dispref (15, dokub.wav)	352867	Button 4 (left thumb)	4	Pressed	(based on tag)	C	845	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 2	dispref (2, bidope.wav)	354297	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1233	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 16	dispref (16, dokupe.wav)	355527	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1060	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 7	dispref (7, bugib.wav)	356876	Button 4 (left thumb)	4	Pressed	(based on tag)	C	995	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 13	dispref (13, dogib.wav)	357916	Button 4 (left thumb)	4	Pressed	(based on tag)	C	847	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 18	dispref (18, gotepe.wav)	359196	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1079	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 8	dispref (8, bugipe.wav)	360466	Button 4 (left thumb)	4	Pressed	(based on tag)	E	1015	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 24	dispref (24, pigepe.wav)	362106	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1237	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 27	dispref (27, tekub.wav)	363855	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1561	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 10	dispref (10, degope.wav)	365385	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1302	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 3	dispref (3, bikub.wav)	366905	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1378	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 6	dispref (6, bogepe.wav)	368754	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1662	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 32	dispref (32, todupe.wav)	370334	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1394	p
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 21	dispref (21, pidob.wav)	372264	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1783	b
DisFirst_reg	Dis_reg1	 6.30.25	dispref	dispref, 21	Please take a b...	383621	Button 4 (left thumb)	4	Pressed	(any response)	C	13140	
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 28	Pref (28, pigebe.wav)	385261	Button 5 (right thumb)	5	Pressed	(based on tag)	E	1456	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 1	Pref (1, bidop.wav)	386891	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1475	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 31	Pref (31, todibe.wav)	389291	Button 4 (left thumb)	4	Pressed	(based on tag)	C	2193	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 25	Pref (25, gotebe.wav)	391290	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1811	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 7	Pref (7, dogip.wav)	393360	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1858	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 19	Pref (19, bogebe.wav)	395069	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1521	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 11	Pref (11, pidop.wav)	396549	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1340	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 10	Pref (10, gutop.wav)	397899	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1152	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 30	Pref (30, tekube.wav)	399589	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1538	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 20	Pref (20, bugibe.wav)	401098	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1363	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 12	Pref (12, pigep.wav)	402288	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1044	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 32	Pref (32, todube.wav)	403918	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1482	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 18	Pref (18, bikube.wav)	405548	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1472	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 29	Pref (29, potibe.wav)	407277	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1542	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 24	Pref (24, dokube.wav)	408687	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1212	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 15	Pref (15, todip.wav)	410137	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1305	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 4	Pref (4, bugip.wav)	411436	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1152	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 27	Pref (27, pidobe.wav)	414636	Button 4 (left thumb)	4	Pressed	(based on tag)	C	3040	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 26	Pref (26, gutobe.wav)	416265	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1454	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 23	Pref (23, dogibe.wav)	417805	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1395	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 16	Pref (16, todup.wav)	419145	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1136	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 2	Pref (2, bikup.wav)	420315	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1007	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 21	Pref (21, degobe.wav)	421794	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1336	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 13	Pref (13, potip.wav)	423104	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1152	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 17	Pref (17, bidobe.wav)	424454	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1206	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 8	Pref (8, dokup.wav)	426344	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1750	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 5	Pref (5, degop.wav)	427813	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1265	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 9	Pref (9, gotep.wav)	429093	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1107	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 14	Pref (14, tekup.wav)	430383	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1133	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 6	Pref (6, dikep.wav)	431603	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1068	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 22	Pref (22, dikebe.wav)	433922	Button 4 (left thumb)	4	Pressed	(based on tag)	C	2159	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 3	Pref (3, bogep.wav)	435022	Button 4 (left thumb)	4	Pressed	(based on tag)	E	916	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 3	Please take a b...	449040	Button 4 (left thumb)	4	Pressed	(any response)	C	14934	
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 31	Pref (31, todibe.wav)	451129	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1923	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 1	Pref (1, bidop.wav)	452399	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1082	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 12	Pref (12, pigep.wav)	453608	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1011	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 14	Pref (14, tekup.wav)	454928	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1126	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 28	Pref (28, pigebe.wav)	456498	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1410	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 3	Pref (3, bogep.wav)	458038	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1391	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 23	Pref (23, dogibe.wav)	459587	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1362	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 7	Pref (7, dogip.wav)	460857	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1125	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 6	Pref (6, dikep.wav)	462387	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1385	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 24	Pref (24, dokube.wav)	463726	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1202	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 4	Pref (4, bugip.wav)	464946	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1061	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 10	Pref (10, gutop.wav)	466166	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1078	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 19	Pref (19, bogebe.wav)	468326	Button 4 (left thumb)	4	Pressed	(based on tag)	C	2013	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 2	Pref (2, bikup.wav)	470285	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1764	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 18	Pref (18, bikube.wav)	472375	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1947	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 26	Pref (26, gutobe.wav)	473805	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1290	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 29	Pref (29, potibe.wav)	475275	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1283	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 9	Pref (9, gotep.wav)	476874	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1432	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 5	Pref (5, degop.wav)	478254	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1186	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 15	Pref (15, todip.wav)	479544	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1147	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 8	Pref (8, dokup.wav)	480823	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1118	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 30	Pref (30, tekube.wav)	483063	Button 4 (left thumb)	4	Pressed	(based on tag)	C	2083	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 22	Pref (22, dikebe.wav)	484933	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1728	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 25	Pref (25, gotebe.wav)	487212	Button 4 (left thumb)	4	Pressed	(based on tag)	C	2105	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 20	Pref (20, bugibe.wav)	489192	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1800	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 21	Pref (21, degobe.wav)	490562	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1170	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 27	Pref (27, pidobe.wav)	492181	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1443	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 11	Pref (11, pidop.wav)	493411	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1071	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 32	Pref (32, todube.wav)	494881	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1305	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 17	Pref (17, bidobe.wav)	496410	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1374	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 13	Pref (13, potip.wav)	496581	Button 4 (left thumb)	4	Pressed	(based on tag)	E	23	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 16	Pref (16, todup.wav)	500690	Button 5 (right thumb)	5	Pressed	(based on tag)	C	3076	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 16	Please take a b...	512308	Button 4 (left thumb)	4	Pressed	(any response)	C	14694	
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 25	Pref (25, gotebe.wav)	513917	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1444	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 16	Pref (16, todup.wav)	515037	Button 5 (right thumb)	5	Pressed	(based on tag)	C	936	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 2	Pref (2, bikup.wav)	517407	Button 5 (right thumb)	5	Pressed	(based on tag)	C	2180	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 20	Pref (20, bugibe.wav)	519596	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1992	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 9	Pref (9, gotep.wav)	520856	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1118	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 19	Pref (19, bogebe.wav)	522866	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1853	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 7	Pref (7, dogip.wav)	524325	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1262	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 23	Pref (23, dogibe.wav)	526755	Button 4 (left thumb)	4	Pressed	(based on tag)	C	2243	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 6	Pref (6, dikep.wav)	528025	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1093	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 12	Pref (12, pigep.wav)	529374	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1193	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 10	Pref (10, gutop.wav)	530734	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1197	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 11	Pref (11, pidop.wav)	532594	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1705	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 1	Pref (1, bidop.wav)	534974	Button 5 (right thumb)	5	Pressed	(based on tag)	C	2209	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 18	Pref (18, bikube.wav)	536983	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1772	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 32	Pref (32, todube.wav)	538313	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1143	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 24	Pref (24, dokube.wav)	539673	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1115	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 29	Pref (29, potibe.wav)	540982	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1079	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 26	Pref (26, gutobe.wav)	542262	Button 4 (left thumb)	4	Pressed	(based on tag)	C	999	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 15	Pref (15, todip.wav)	543642	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1076	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 4	Pref (4, bugip.wav)	544962	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1122	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 5	Pref (5, degop.wav)	546131	Button 5 (right thumb)	5	Pressed	(based on tag)	C	971	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 28	Pref (28, pigebe.wav)	548141	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1811	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 8	Pref (8, dokup.wav)	549411	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1091	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 14	Pref (14, tekup.wav)	550550	Button 5 (right thumb)	5	Pressed	(based on tag)	C	945	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 31	Pref (31, todibe.wav)	552900	Button 4 (left thumb)	4	Pressed	(based on tag)	C	2209	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 30	Pref (30, tekube.wav)	554260	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1169	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 17	Pref (17, bidobe.wav)	555610	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1138	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 21	Pref (21, degobe.wav)	556989	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1183	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 27	Pref (27, pidobe.wav)	558319	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1126	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 22	Pref (22, dikebe.wav)	559639	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1060	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 3	Pref (3, bogep.wav)	560839	Button 5 (right thumb)	5	Pressed	(based on tag)	C	893	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 13	Pref (13, potip.wav)	561928	Button 5 (right thumb)	5	Pressed	(based on tag)	C	913	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 13	Please take a b...	563428	Button 5 (right thumb)	5	Pressed	(any response)	C	2413	
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 2	Pref (2, bikup.wav)	564888	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1279	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 21	Pref (21, degobe.wav)	566278	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1229	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 27	Pref (27, pidobe.wav)	567427	Button 4 (left thumb)	4	Pressed	(based on tag)	C	953	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 9	Pref (9, gotep.wav)	568827	Button 5 (right thumb)	5	Pressed	(based on tag)	C	965	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 7	Pref (7, dogip.wav)	570037	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1035	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 5	Pref (5, degop.wav)	571217	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1028	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 31	Pref (31, todibe.wav)	572606	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1227	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 12	Pref (12, pigep.wav)	574306	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1544	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 17	Pref (17, bidobe.wav)	576386	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1882	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 3	Pref (3, bogep.wav)	578305	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1681	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 1	Pref (1, bidop.wav)	579865	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1344	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 11	Pref (11, pidop.wav)	580985	Button 5 (right thumb)	5	Pressed	(based on tag)	C	964	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 6	Pref (6, dikep.wav)	582135	Button 5 (right thumb)	5	Pressed	(based on tag)	C	998	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 22	Pref (22, dikebe.wav)	584134	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1829	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 20	Pref (20, bugibe.wav)	585444	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1170	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 32	Pref (32, todube.wav)	587024	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1333	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 13	Pref (13, potip.wav)	588784	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1561	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 10	Pref (10, gutop.wav)	589863	Button 5 (right thumb)	5	Pressed	(based on tag)	C	900	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 16	Pref (16, todup.wav)	591133	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1103	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 30	Pref (30, tekube.wav)	592493	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1152	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 8	Pref (8, dokup.wav)	593762	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1045	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 4	Pref (4, bugip.wav)	594962	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1048	p
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 24	Pref (24, dokube.wav)	596442	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1319	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 26	Pref (26, gutobe.wav)	597732	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1138	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 23	Pref (23, dogibe.wav)	599081	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1177	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 18	Pref (18, bikube.wav)	600391	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1113	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 28	Pref (28, pigebe.wav)	601781	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1123	b
DisFirst_reg	Dis_reg1	 6.30.25	Pref	Pref, 19	Pref (19, bogebe.wav)	602971	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1015	b
