.Experiment Name	Phoneme_VoicedVoiceless1
.Participant Name	DFi1
.Session ID	VY Test
.Date	9/9/2025	2:42:25 PM
.Resolution	1920	1080
.OS	Windows 10 (10.0)	x86_64

Participant	Participant	Session	Block	Trial	Event	Cumulative	Participant		Pressed Or	Correct	Error	Reaction
Group	Name	ID	Name	Name	Name	Time	Response	Key	Released	Response	Code	Time	PorB
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 31	dispref_inverse (31, todub.wav)	308467	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1082	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 14	dispref_inverse (14, dogipe.wav)	309796	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1183	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 5	dispref_inverse (5, bogeb.wav)	311086	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1091	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 30	dispref_inverse (30, todipe.wav)	312556	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1321	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 16	dispref_inverse (16, dokupe.wav)	313966	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1262	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 26	dispref_inverse (26, potipe.wav)	315555	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1428	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 4	dispref_inverse (4, bikupe.wav)	316925	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1220	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 28	dispref_inverse (28, tekupe.wav)	318285	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1186	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 29	dispref_inverse (29, todib.wav)	319425	Button 5 (right thumb)	5	Pressed	(based on tag)	C	935	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 24	dispref_inverse (24, pigepe.wav)	320724	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1152	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 2	dispref_inverse (2, bidope.wav)	322374	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1406	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 11	dispref_inverse (11, dikeb.wav)	323594	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1072	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 22	dispref_inverse (22, pidope.wav)	325274	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1532	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 10	dispref_inverse (10, degope.wav)	326623	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1201	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 12	dispref_inverse (12, dikepe.wav)	328083	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1247	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 25	dispref_inverse (25, potib.wav)	329213	Button 5 (right thumb)	5	Pressed	(based on tag)	C	976	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 18	dispref_inverse (18, gotepe.wav)	330533	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1174	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 9	dispref_inverse (9, degob.wav)	331902	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1201	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 19	dispref_inverse (19, gutob.wav)	333062	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1011	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 32	dispref_inverse (32, todupe.wav)	334392	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1184	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 21	dispref_inverse (21, pidob.wav)	335552	Button 5 (right thumb)	5	Pressed	(based on tag)	C	963	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 20	dispref_inverse (20, gutope.wav)	336901	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1204	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 20	Please take a b...	341581	Button 5 (right thumb)	5	Pressed	(any response)	C	5884	
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 32	dispref_inverse (32, todupe.wav)	343260	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1448	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 15	dispref_inverse (15, dokub.wav)	344370	Button 5 (right thumb)	5	Pressed	(based on tag)	C	959	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 21	dispref_inverse (21, pidob.wav)	345480	Button 5 (right thumb)	5	Pressed	(based on tag)	C	961	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 25	dispref_inverse (25, potib.wav)	346750	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1121	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 16	dispref_inverse (16, dokupe.wav)	348209	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1311	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 8	dispref_inverse (8, bugipe.wav)	349979	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1624	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 31	dispref_inverse (31, todub.wav)	351159	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1030	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 13	dispref_inverse (13, dogib.wav)	352429	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1123	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 7	dispref_inverse (7, bugib.wav)	354348	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1765	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 12	dispref_inverse (12, dikepe.wav)	356028	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1534	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 30	dispref_inverse (30, todipe.wav)	358427	Button 4 (left thumb)	4	Pressed	(based on tag)	C	2245	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 18	dispref_inverse (18, gotepe.wav)	361537	Button 4 (left thumb)	4	Pressed	(based on tag)	C	2958	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 19	dispref_inverse (19, gutob.wav)	363267	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1585	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 29	dispref_inverse (29, todib.wav)	364806	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1393	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 28	dispref_inverse (28, tekupe.wav)	366536	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1585	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 10	dispref_inverse (10, degope.wav)	369585	Button 5 (right thumb)	5	Pressed	(based on tag)	E	2896	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 22	dispref_inverse (22, pidope.wav)	371325	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1586	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 14	dispref_inverse (14, dogipe.wav)	372755	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1253	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 17	dispref_inverse (17, goteb.wav)	373984	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1077	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 3	dispref_inverse (3, bikub.wav)	375904	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1765	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 20	dispref_inverse (20, gutope.wav)	377444	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1383	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 23	dispref_inverse (23, pigeb.wav)	379234	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1640	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 2	dispref_inverse (2, bidope.wav)	380733	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1355	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 6	dispref_inverse (6, bogepe.wav)	382303	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1422	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 24	dispref_inverse (24, pigepe.wav)	383753	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1298	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 27	dispref_inverse (27, tekub.wav)	384833	Button 5 (right thumb)	5	Pressed	(based on tag)	C	932	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 4	dispref_inverse (4, bikupe.wav)	386472	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1482	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 11	dispref_inverse (11, dikeb.wav)	387562	Button 5 (right thumb)	5	Pressed	(based on tag)	C	942	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 9	dispref_inverse (9, degob.wav)	389272	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1563	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 1	dispref_inverse (1, bidob.wav)	390541	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1116	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 26	dispref_inverse (26, potipe.wav)	392001	Button 4 (left thumb)	4	Pressed	(based on tag)	C	1311	p
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 5	dispref_inverse (5, bogeb.wav)	393291	Button 5 (right thumb)	5	Pressed	(based on tag)	C	1142	b
Disfirst_inverse	DFi1	VY Test	Dispref_inverse	dispref_inverse, 5	Please take a b...	397780	Button 5 (right thumb)	5	Pressed	(any response)	C	5631	
Disfirst_inverse	DFi1	VY Test	Pref_Inverse	pref_inverse1, 27	Please take a b...	465458	Button 5 (right thumb)	5	Pressed	(any response)	C	12341	
Disfirst_inverse	DFi1	VY Test	Pref_Inverse	pref_inverse1, 25	Please take a b...	517428	Button 4 (left thumb)	4	Pressed	(any response)	C	6718	
Disfirst_inverse	DFi1	VY Test	Pref_Inverse	pref_inverse1, 21	Please take a b...	567619	Button 4 (left thumb)	4	Pressed	(any response)	C	6585	
Disfirst_inverse	DFi1	VY Test	Pref_Inverse	pref_inverse1, 28	Please take a b...	622929	Button 5 (right thumb)	5	Pressed	(any response)	C	7182	
Disfirst_inverse	DFi1	VY Test	Pref_Inverse	pref_inverse1, 23	Please take a b...	675869	Button 4 (left thumb)	4	Pressed	(any response)	C	8995	
Disfirst_inverse	DFi1	VY Test	Debreifing	Debreifing	Debreifing	722191	Button 5 (right thumb)	5	Pressed	(any response)	C	46265	
